Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2023,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",80,0,0.26,0,0,13.97,Same,Yes,,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",234,3,0.89,3.36,0.69,9.82,Same,No,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",53,1,0.19,,,,,,1.26,
2023,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",161,0,0.82,0,0,4.53,Same,Yes,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",37,0,0.03,,,,,,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",172,2,0.28,7.22,0.87,26.08,Same,No,,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",16,0,0.11,,,,,,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",87,3,1.69,1.77,0.45,4.82,Same,No,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",138,0,1.23,0,0,2.45,Same,Yes,0.95,
2023,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",64,0,0.14,,,,,,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",4,0,0.03,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",4092,23,21.86,1.05,0.68,1.55,Same,No,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",193,0,0.6,0,0,6.2,Same,Yes,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",2,0,0.04,,,,,,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",456,2,1.17,1.71,0.29,5.66,Same,No,0.95,
2023,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",1183,5,2.81,1.78,0.65,3.95,Same,No,0.32,
2023,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",176,6,4.9,1.23,0.5,2.55,Same,No,1.52,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",504,1,2.86,0.35,0.02,1.73,Same,Yes,,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",31,0,0.17,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",201,2,1.16,1.73,0.29,5.71,Same,No,3.78,
2023,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",306,1,1.59,0.63,0.03,3.1,Same,Yes,0.76,
2023,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",53,1,0.88,1.14,0.03,6.36,Same,No,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",118,0,0.69,0,0,5.35,Same,Yes,1.11,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",93,1,1.13,0.88,0.04,4.36,Same,No,0.73,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",113,0,0.37,0,0,9.89,Same,Yes,3.16,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",65,0,0.19,,,,,,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",72,0,0.47,0,0,7.88,Same,Yes,4.26,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",92,0,0.08,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",115,0,0.23,0,0,15.76,Same,Yes,,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",8,0,0.08,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",78,4,1.51,2.65,0.84,6.39,Same,No,1.83,
2023,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",8,0,0.04,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001355,Kaiser Foundation Hospital-Santa Clara,Acute Care Hospital,"Community, >250 Beds",217,0,0.87,0,0,4.26,Same,Yes,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,9,0,0.06,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,11958,130,141.63,0.92,0.77,1.09,Same,No,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,218,0,1.32,0,0,2.28,Same,Yes,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,515,21,21.21,0.99,0.63,1.49,Same,No,1.29,
2023,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,701,3,2.53,1.19,0.3,3.23,Same,No,2.79,
2023,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,12,0,0.06,,,,,,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,596,18,21.65,0.83,0.51,1.29,Same,No,1.56,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,257,2,2.4,0.83,0.14,2.75,Same,No,,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,48,0,0.67,0,0,5.5,Same,Yes,,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,1133,6,7.5,0.8,0.32,1.67,Same,No,0.76,
2023,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,530,3,5.13,0.59,0.15,1.59,Same,Yes,0.63,
2023,California,Santa Clara,Surgical Site Infections (SSI),Gastric surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,332,7,5.11,1.37,0.6,2.71,Same,No,1.58,
2023,California,Santa Clara,Surgical Site Infections (SSI),Heart transplant,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,91,3,1.4,2.14,0.55,5.83,Same,No,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,551,4,5.52,0.73,0.23,1.75,Same,No,0.82,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,272,5,3.63,1.38,0.51,3.06,Same,No,0.97,
2023,California,Santa Clara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,23,0,0.17,,,,,,1.85,
2023,California,Santa Clara,Surgical Site Infections (SSI),Kidney surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,351,2,1.16,1.73,0.29,5.71,Same,No,3.25,
2023,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,192,1,1.13,0.89,0.04,4.36,Same,No,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Knee prosthesis,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,682,3,3.85,0.78,0.2,2.12,Same,No,0,
2023,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,1046,1,4.46,0.22,0.01,1.11,Same,Yes,0.66,
2023,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,136,4,7.04,0.57,0.18,1.37,Same,Yes,0.42,
2023,California,Santa Clara,Surgical Site Infections (SSI),Open reduction of fracture,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,520,2,4.09,0.49,0.08,1.62,Same,Yes,0.64,
2023,California,Santa Clara,Surgical Site Infections (SSI),Ovarian surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,312,0,0.24,0,0,15.7,Same,Yes,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Pacemaker surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,529,0,1.11,0,0,2.71,Same,Yes,,
2023,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,261,7,6.16,1.14,0.5,2.25,Same,No,1.78,
2023,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,796,21,16.57,1.27,0.81,1.91,Same,No,1.73,
2023,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,982,10,12.23,0.82,0.42,1.46,Same,No,0.75,
2023,California,Santa Clara,Surgical Site Infections (SSI),Spleen surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,96,0,0.41,0,0,9,Same,Yes,0,\ See Data Dictionary
2023,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,767,7,4.85,1.44,0.63,2.85,Same,No,0.75,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,5079,28,31.74,0.88,0.6,1.26,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,81,0,0.21,0,0,17.91,Same,Yes,3.11,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,68,2,2.04,0.98,0.16,3.24,Same,No,1.05,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,175,2,4.33,0.46,0.08,1.53,Same,Yes,1.02,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,134,0,0.7,0,0,5.25,Same,Yes,1.1,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,95,0,0.46,0,0,7.95,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,94,0,0.84,0,0,4.39,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,895,4,4.13,0.97,0.31,2.34,Same,No,0.34,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,17,0,0.09,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,110,0,0.36,0,0,10.16,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,65,0,0.3,0,0,12.51,Same,Yes,2.32,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,1300,1,4.08,0.25,0.01,1.21,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,776,3,2.19,1.37,0.35,3.72,Same,No,1.55,
2023,California,San Diego,Surgical Site Infections (SSI),Liver transplant,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,26,5,1.24,4.03,1.48,8.93,Worse,No,1.15,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,74,1,0.47,2.14,0.05,11.91,Same,No,1.39,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,6,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,38,2,0.96,2.09,0.25,7.56,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,170,0,3.59,0,0,0.84,Better,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,868,8,5.43,1.48,0.69,2.8,Same,No,0.73,
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,14,0,0.05,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000022,Scripps Green Hospital,Acute Care Hospital,Major Teaching,73,0,0.28,0,0,13.37,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,91,0,0.76,0,0,4.87,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,9,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,2,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,3,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,9,0,0.04,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,7,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,3,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,3,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,6,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Liver transplant,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0.12,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,5,0,0.04,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,1,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,4,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,2,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,5,0,0.11,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,24,0,0.26,0,0,14.3,Same,Yes,2.99,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000023,Rady Children's Hospital - San Diego,Acute Care Hospital,Pediatric,6,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,5407,60,46.71,1.29,0.99,1.64,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,338,0,1.84,0,0,1.63,Same,Yes,0.45,
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,76,3,3.04,0.99,0.25,2.69,Same,No,0.7,
2023,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,303,2,1.46,1.37,0.23,4.54,Same,No,3.86,
2023,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,388,11,8.26,1.33,0.7,2.32,Same,No,1.32,
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,126,2,1.19,1.68,0.28,5.55,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,30,1,0.19,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,352,3,2.25,1.33,0.34,3.63,Same,No,1.37,
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,536,6,2.47,2.43,0.99,5.05,Same,No,0.9,
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,402,0,2.44,0,0,1.23,Same,Yes,1.48,
2023,California,San Diego,Surgical Site Infections (SSI),Heart transplant,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,15,0,0.37,0,0,10,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,339,7,3.04,2.31,1.01,4.56,Worse,No,0.7,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,29,0,0.21,0,0,17.24,Same,Yes,0.89,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,162,0,0.54,0,0,6.9,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,86,2,0.35,5.76,0.7,20.82,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,213,1,0.98,1.02,0.03,5.67,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,441,3,1.76,1.7,0.43,4.63,Same,No,3.12,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,546,6,4.36,1.38,0.56,2.86,Same,No,2.89,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,20,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,163,0,2.77,0,0,1.08,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,273,10,5.36,1.87,0.95,3.33,Same,No,1.68,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,345,2,2.82,0.71,0.12,2.35,Same,No,0.91,
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,23,0,0.13,,,,,,4.13,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,200,1,0.88,1.14,0.03,6.35,Same,No,2.56,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,4371,14,25.62,0.55,0.31,0.9,Better,Yes,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,281,0,1.55,0,0,1.93,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,15,0,0.26,0,0,14.47,Same,Yes,1.37,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,171,1,0.75,1.33,0.03,7.39,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,797,1,2.3,0.44,0.02,2.15,Same,Yes,0.73,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,185,3,4.64,0.65,0.17,1.76,Same,Yes,0.67,
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,121,0,0.81,0,0,4.55,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,205,0,1.24,0,0,2.41,Same,Yes,0.93,
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,613,1,2.1,0.48,0.02,2.35,Same,Yes,0.96,
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,56,0,0.75,0,0,4.95,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,246,3,1.91,1.57,0.4,4.27,Same,No,1.38,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,36,0,0.28,0,0,13.04,Same,Yes,0,\ See Data Dictionary
